bills_included,description,details_url,first_published_date,floor_plan,furnished_state,latitude,listing_id,longitude,num_bathrooms,num_bedrooms,num_recepts,outcode,property_type,rent_price,shared_occu,student,rented,room_pm
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service INCLUDEDModern student apartment within walking distance of Clifton Triangle.The property consists of four double bedrooms, one shower room and anopen plan kitchen/lounge with white goods. Fully furnished includingsofas, beds, wardrobes and desks. There is also access to communalbike storage.Available from 1st July 2020 to 30th June 2021Deposit is 2220 GBPRent paid quarterly by standing order.Please note these are generic marketing images and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398839?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398839,-2.590148,1,4,1,BS1,Flats,2220,0,1,0,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service INCLUDEDModern student apartment within walking distance to Clifton Triangle. The property consists of four double bedrooms, one shower room and an open plan kitchen/lounge with white goods. Fully furnished including sofas, beds, wardrobes and desks. There is also access to communal bike storage.Available from 1st July 2020 to 30th June 2021Deposit is 2220 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398843?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398843,-2.590148,1,4,1,BS1,Flats,2220,0,1,1,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electricity and free wifi service INCLUDEDModern student apartment within walking distance to Clifton Triangle.The property consists of four double bedrooms and one shared showerroom and open plan kitchen/lounge with white goods. Fully furnishedincluding sofas, beds, wardrobes and desks. There is also access tocommunal bike storage.Available from 1st July 2020 to 30th June 2021Deposit is 2220 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398832?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398832,-2.590148,1,4,1,BS1,Flats,2220,0,1,0,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service INCLUDEDModern student apartment within walking distance to Clifton Triangle.The property consists of four double bedrooms with one shared showerroom and open plan kitchen/lounge with white goods. Fully furnishedincluding sofas, beds, wardrobes and desks. There is also access tocommunal bike storage.Available from 1st July 2020 to 30th June 2021Deposit is 2220 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398830?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398830,-2.590148,1,4,1,BS1,Flats,2220,0,1,0,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.free wifi SERVICEModern student apartment within walking distance to Clifton Triangle.The property consists of four double bedrooms, one shared shower room, an open plan kitchen/lounge with white goods. Fully furnishedincluding sofas, beds, wardrobes and desks. There is also access tocommunal bike storage.Available from 1st July 2020 to 30th June 2021Deposit is 2220 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398835?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398835,-2.590148,1,4,1,BS1,Flats,2220,0,1,0,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through therewater, gas, electric and free wifi service INCLUDEDModern student apartment within walking distance to Clifton Triangle. The property consists of four double bedrooms with one shared shower room and open plan kitchen/lounge with white goods. Fully furnished including sofas, beds, wardrobes and desks. There is also access to communal bike storage.Available from 1st July 2020 to 30th June 2021Deposit is 2220 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there",https://www.zoopla.co.uk/to-rent/details/53398831?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398831,-2.590148,1,4,1,BS1,Flats,2220,0,1,0,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service INCLUDEDModern student apartment within walking distance to Clifton Triangle.The property consists of four double bedrooms, one shared shower roomand an open plan kitchen/lounge with white goods. Fully furnishedincluding sofas, beds, wardrobes and desks. There is also access tocommunal bike storage.Available from 1st July 2020 to 30th June 2021Deposit is 2220 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398833?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398833,-2.590148,1,4,1,BS1,Flats,2220,0,1,0,555.0
0.0,"A four bedroom student flat on Park Street close to Bristol University, shops and restaurants. The property includes a fully fitted kitchen, lounge and shower room. The flat is furnished and within the kitchen there is a washing machine, fridge/freezer and cooker. Entrance on hill street. EPC Rating E. Rent £550pppm/£127pppw. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Tenancy 5th August 2020 - 31st July 2021. Prop ref: F135PkSt",https://www.zoopla.co.uk/to-rent/details/53507158?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-28 11:46:52,0,part_furnished,51.453945000000004,53507158,-2.60239,0,4,0,BS1,Flats,2200,0,1,0,550.0
0.0,"A four double bedroom student flat in a great location. The accommodation has a fitted kitchen, lounge and shower room. The flat is part furnished including a washing machine. EPC Rating F. Rent £5pppm/£127pppw. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  . Tenancy 17th July 2020 - 15th July 2021 (Prop ref: F2,37 Park)",https://www.zoopla.co.uk/to-rent/details/53507383?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-28 12:04:43,0,part_furnished,51.453945000000004,53507383,-2.60239,0,4,0,BS1,Flats,2200,0,1,0,550.0
0.0,"A four bedroom student flat on Park Street close to Bristol University. The property includes a fully fitted kitchen, lounge and shower room. The flat is furnished and within the kitchen there is a washing machine, fridge/freezer and cooker. Entrance on hill street. Rent £550 pppm/£127pppw. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  EPC Rating E. Tenancy 29.06.2020 - 29.06.2021 Prop ref F137PkSt",https://www.zoopla.co.uk/to-rent/details/53507271?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-28 11:52:07,0,furnished,51.453945000000004,53507271,-2.60239,0,4,0,BS1,Flats,2200,0,1,0,550.0
0.0,"A four double bedroom student property close to Bristol University, shops and restaurants. The accommodation has a fitted kitchen, lounge and a shower room.The property is partly furnished.  EPC Rating G. Rent £550pm/127pw. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Tenancy 17th July 2020 - 15th July 2021. Prop ref F2 35PkSt.",https://www.zoopla.co.uk/to-rent/details/53507250?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-28 11:49:35,0,part_furnished,51.453945000000004,53507250,-2.60239,0,4,0,BS1,Flats,2200,0,1,0,550.0
0.0,"***student property****no agency fees**** Well presented four double bedroom maisonette on Park Street in the City Centre, offered fully furnished and available from the 1st of July 2020.The property is located at the bottom of Park Street and is within a stone's throw of shops, bars, restaurants, takeaways and public transport links throughout the city. The property is also situated just a ten minute walk to Cabot Circus.The property briefly comprises of an open kitchen/living space with full white goods and enough space for living room furniture, four double bedrooms all of good sizes and come furnished with beds, wardrobes, desks, chairs and chests of drawers and lastly, the bathroom which has a shower over and bath and a separate WC.The property also benefits from secondary glazed sash windows that allow a lot of light, gas central heating and a roof terrace.What you will like:- Four double bedrooms- Sought after location- Two toilets- White goods included- Open plan living space- Good access to amenities- Two minutes walk from the University- Short walk to Cabot Circus- Roof terracewhat you may not like:- This flat is only available to Students- Tenants with pets will not be considered with this property.",https://www.zoopla.co.uk/to-rent/details/49620828?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2018-11-01 18:51:34,0,furnished,51.454018,49620828,-2.601786,2,4,1,BS1,Flats,2080,0,1,1,520.0
0.0,"Property Reference: 668119.Presenting a newly refurbished furnished 4 bedroom first floor student maisonette in a Central location close to local amenities and bus links and in walking distance to the Bristol City Centre. The property is furnished and comprises of 4 double bedrooms, a separate lounge and kitchen which includes a electric hob and oven, fridge/freezer and washing machine. Shower room with separate WC.Double glazed throughout and gas central heating, lockable off-street bike storage, quarterly rental paymentsdeposit: £500.00 per personfixed term contract from 9th July 2020 to 29th June 2021rent: £ 6000.00 per person per annumpayable: Quarterly in advance on 1 Jul 20,1 Oct 20,1 Jan 21 and 1 Apr 21 by equal installments of £1500Summary & Exclusions:- Rent Amount: £2,000.00 per month (£461.54 per week)- Deposit / Bond: £2,000.00- 4 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 09 July, 2020- Minimum tenancy term is 12 months- Maximum number of tenants is 4- Students only.- No Pets, sorry- No Smokers- Not Suitable for Families / Children- Bills not included- No Parking Available- No Garden Access- EPC Rating: D If calling, please quote reference: 668119 Fees:You will not be charged any admin fees.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay. Property Reference six hundred and sixty-eight thousand one hundred and nineteen",https://www.zoopla.co.uk/to-rent/details/53353114?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-15 17:18:03,1,furnished,51.46328,53353114,-2.589485,1,4,0,BS1,Flats,2000,0,1,0,500.0
0.0,"A four double bedroom student flat with a kitchen, lounge and bathroom. Located in the city centre near cafes, pubs and resturants. EPC Rating (D) Rent: £499pppm/£116ppp. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Tenancy dates 19/07/20 - 15.07.2021. Prop Ref: 3aWare",https://www.zoopla.co.uk/to-rent/details/53594507?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-04 12:52:19,0,part_furnished,51.451733000000004,53594507,-2.593568,0,4,0,BS1,Flats,1996,0,1,0,499.0
0.0,"A modern 3 double bedroom student apartment located in an unbeatable position on Park Street in the shadow of Wills Memorial Building. This modern high quality development is only a short stroll away from Bristol University main campus. Directly outside the door are numerous shops, bars, clubs, coffee shops and restaurants. A five minute walk to the city centre and located on a direct rapid bus link to the uwe. This luxury apartment is equipped with high quality space saving furniture and has a superb kitchen fitted with appliances including: A fridge/freezer, main oven, microwave oven and dishwasher. Central communal laundry (pay as you go facility), bike store. Electricity is paid directly to the utility company. Water bills are paid by ll during the tenancy and total bill for the complete tenancy period is divided equally by the exact number of tenants living in the building. This is then deducted at the end of tenancy, at cost, from the tenant`s individual deposit. (Rent £640pppcm / £147.69pppw) EPC Rating D Tenancy - 1/8/20 to 31/07/21NB As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  nb these marketing images are generic and are only to be taken as examples of the interiors of the flats as a whole and do not relate to this specific flat- (Ref: 662PK)",https://www.zoopla.co.uk/to-rent/details/53219900?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 12:20:06,0,furnished,51.455048,53219900,-2.602825,0,3,0,BS1,Flats,1920,0,1,0,640.0
0.0,"A low density, brand new, bespoke luxury student development of 3,4 and 6 bedroom apartments located in a fantastic position directly in the middle of the city centre. Less than a 10 minute walk from Bristol University main campus and a 1 minute walk to one of the main bus stops on the direct `Express` route to uwe (travel time approximately 20 mins). All flats will have gas central heating, main plumbed showers and are fitted out/furnished to a high standard. Communal Bin and Bike Store. Rent: £555pppcm / £123pppw.nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Tenancy 1st August 2020 - 31st July 2021 Prop refF4,115small.",https://www.zoopla.co.uk/to-rent/details/53219890?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 12:17:41,0,furnished,51.455177,53219890,-2.5954650000000004,0,3,0,BS1,Flats,1665,0,1,0,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service INCLUDEDModern student apartment located within the city centre. The propertyconsists of three double bedrooms, an open plan kitchen/lounge withwhite goods and one shower room. Fully furnished including sofas, beds, wardrobes and desks. There is also access to communal bikestorage.Available from 1st July 2020 to 30th June 2021Deposit is 1665 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do notrelate to this specific flat.Please note these are not repeat listing, we are waiting on further images. This flat is Flat 8.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398838?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398838,-2.590148,1,3,1,BS1,Flats,1665,0,1,1,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service INCLUDEDModern student apartment located within the city centre. The property consists of three double bedrooms, an open plan kitchen/lounge with white goods and one shower room. Fully furnished including sofas, beds, wardrobes and desks. There is also access to communal bike storage.Available from 1st July 2020 until 30th June 2021Deposit is 1665 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flatTo book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398845?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398845,-2.590148,1,3,1,BS1,Flats,1665,0,1,0,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service INCLUDEDModern student apartment located within the city centre. The property consists of three double bedrooms, an open plan kitchen/lounge with white goods and a shower room. Fully furnished including sofas, beds, wardrobes and desks. There is also access to communal bike storage.Available from 1st July 2020 until 30th June 2021Deposit is 1665 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398844?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398844,-2.590148,1,3,1,BS1,Flats,1665,0,1,0,555.0
1.0,"To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.water, gas, electric and free wifi service INCLUDEDModern student apartment located within the city centre. The property consists of three double bedrooms, an open plan kitchen/lounge with white goods and one shower room. Fully furnished including sofas, beds, wardrobes and desks. There is also access to communal bike storage.Available from 1st July 2020 to 30th June 2021Deposit is 1665 GBPRent paid quarterly by standing order.**These are generic marketing images and are only examples and do not relate to this specific flat.To book a viewing please visit our website  or if you have an iPhone device download the 'Bunk' app and arrange a viewing through there.",https://www.zoopla.co.uk/to-rent/details/53398841?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-20 17:46:33,0,furnished,51.450184,53398841,-2.590148,1,3,1,BS1,Flats,1665,0,1,0,555.0
0.0,"We are delighted to offer a recently refurbished three bedroom student flat in a popular location close to Bristol University. The accomodation comprises a fully fitted kitchen/diner and a bathroom with shower. The property is part furnished throughout. EPC Rating E. Rent £550pppm/£127pppw. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from . Nb these marketing images are generic and are only to be taken as examples of the interiors of the flats as a whole and do not relate to this specific flat Tenancy 04.07.2020 - 30.07 2021. Prop ref F158PkSt",https://www.zoopla.co.uk/to-rent/details/53410678?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-21 15:58:30,0,part_furnished,51.45476,53410678,-2.602645,0,3,0,BS1,Flats,1650,0,1,0,550.0
0.0,"Three bedrooms | Electric | Top Floor | Students or professionals | Available 6th August 2020Seeking conscientious students or professionals for this three Double bedroom flat in the heart of the city. The flat comprises of three double bedrooms, open plan kitchen/living dining area and bathroom. The flat is on the top floor on the popular Park Street ideal for students of uob or professionals working for one of the many employers around the centre. The property is offered furnished and is available 6th August 2020Our offices our now closed for Christmas break and we will re-open 2nd January 2020. Please submit your viewing request and we will contact you upon our return. From everyone at BPC we wish you a merry Christmas and a happy new year. ",https://www.zoopla.co.uk/to-rent/details/51869796?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-11 17:51:31,0,part_furnished,51.453983,51869796,-2.6017,1,3,1,BS1,Flats,1600,0,1,1,533.0
0.0,"A three bedroom student flat with kitchen, lounge and shower room. Located in the heart of the City Centre, walking distance from clubs, pubs and restaurants and only a short walk away from the University of Bristol. The property is basically furnished and has electric heating. EPC Rating D. Rent: £499pppm / £115pppw nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  .Available: 19th July 2020 until 15 July 2021 (Prop ref: 3CWarehouse)",https://www.zoopla.co.uk/to-rent/details/53594975?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-12-04 13:43:55,0,part_furnished,51.451733000000004,53594975,-2.593568,0,3,0,BS1,Flats,1497,0,1,0,499.0
0.0,"***student property***Well-presented three double bedroom apartment on Park Street in the City Centre, offered fully furnished and available from the 1st of July 2019.The property is located at the bottom of Park Street and is within a stone's throw of shops, bars, restaurants, takeaways and public transport links throughout the city. The property is also situated just a ten minute walk to Cabot Circus.The property briefly comprises of an open kitchen/living space with full white goods and enough space for living room furniture, three double bedrooms all of good sizes and come furnished with beds, wardrobes, desks, chairs and chests of drawers and lastly, the bathroom which has a shower over and bath and a separate WC.The property also benefits from secondary glazed sash windows that allow a lot of light and gas central heating.What you will like:- Three double bedrooms- Sought after location- Recently renovated flat- Two toilets- White goods included- Open plan living space- Good access to amenities- Two minutes walk from the University- Short walk to Cabot Circus.What you may not like:- This flat is only available to Students- Tenants with pets will not be considered with this property.",https://www.zoopla.co.uk/to-rent/details/49620744?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2018-11-01 18:51:34,0,furnished,51.454018,49620744,-2.601786,2,3,1,BS1,Flats,1440,0,1,1,480.0
1.0,"Inclusive rent: Impressive two double bedroom student apartment located in this unique city centre development. Each self contained apartment has been carefully designed with good quality furniture, fixtures and fittings. There is a fully fitted modern kitchen area and a fitted shower room. Located in a fantastic position, close to clubs, bars and restaurants, approximately 10 to 12 minutes walk to the Bristol University Campus, 2 minute walk to the main bus stop for the direct route to the uwe. On site pay as you go laundry. EPC Rating: C. Tenancy 02.09.2020 - 01.09.2021. (ns) Rent: £662.50ppcm/£152ppw. Rent includes utility bills excluding telephone line, TV license, council tax and internet. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  Tenancy 02.09.2020 - 01.09.2021(Property reference: CCF6)",https://www.zoopla.co.uk/to-rent/details/53220397?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 13:50:39,0,furnished,51.45355,53220397,-2.595326,0,2,2,BS1,Flats,1325,0,1,0,662.0
1.0,"Inclusive rent: Impressive two double bedroom student apartment located in this unique city centre development. Each self contained apartment has been carefully designed with good quality furniture, fixtures and fittings. There is a fully fitted modern kitchen area and a fitted shower room. Located in a fantastic position, close to clubs, bars and restaurants, approximately 10 to 12 minutes walk to the Bristol University Campus, 2 minute walk to the main bus stop for the direct route to the uwe. On site pay as you go laundry. Rent: £662.50pcm/£153pw. Rent includes utility bills excluding telephone line, TV license, council tax and internet. EPC Rating: C. (ns) (Tenancy 02.09.2020 - 01.09.2021. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from ",https://www.zoopla.co.uk/to-rent/details/53220435?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 13:59:18,0,furnished,51.45355,53220435,-2.595326,0,2,2,BS1,Flats,1325,0,1,0,662.0
1.0,"Impressive two double bedroom student apartment located in this unique city centre development. Each self contained apartment has been carefully designed with good quality furniture, fixtures and fittings. There is a fully fitted modern kitchen area and a fitted shower room. Located in a fantastic position, close to clubs, bars and restaurants, approximately 10 to 12 minutes walk to the Bristol University Campus, 2 minute walk to the main bus stop for the direct route to the uwe. On site pay as you go laundry. Tenancy 04.09.2020 - 31.08.2021. Rent £662.50 pppcm/£153pppw. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Rent includes utility bills excluding telephone line, TV license, council tax and internet.Full details of Tenant Fees can be downloaded from  (Ref CCF18)",https://www.zoopla.co.uk/to-rent/details/53220455?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 14:04:06,0,furnished,51.45355,53220455,-2.595326,0,2,2,BS1,Flats,1325,0,1,0,662.0
1.0,"Inclusive rent: Impressive two double bedroom student apartment located in this unique city centre development. Each self contained apartment has been carefully designed with good quality furniture, fixtures and fittings. There is a fully fitted modern kitchen area and a fitted shower room. Located in a fantastic position, close to clubs, bars and restaurants, approximately 10 to 12 minutes walk to the Bristol University Campus, 2 minute walk to the main bus stop for the direct route to the uwe. On site pay as you go laundry. Rent: £1325pcm/£305.77pw. Rent includes utility bills excluding telephone line, TV license, council tax and internet. EPC Rating: C. (ns) (Tenancy 02.09.2020 - 01.09.2021. Nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  (property reference CC18)",https://www.zoopla.co.uk/to-rent/details/53220456?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 14:04:06,0,furnished,51.45355,53220456,-2.595326,0,2,0,BS1,Flats,1325,0,1,0,662.0
1.0,"All inclusive rent: Impressive two double bedroom student apartment located in this unique city centre development. Each self contained apartment has been carefully designed with good quality furniture, fixtures and fittings. There is a fully fitted modern kitchen area and a fitted shower room. Located in a fantastic position, close to clubs, bars and restaurants, approximately 10 to 12 minutes walk to the Bristol University Campus, 2 minute walk to the main bus stop for the direct route to the uwe. On site pay as you go laundry. Rent: £662.50pppcm/£152pppw (ns) rent includes utility bills excluding telephone line, TV license, council tax and internet. EPC Rating: C.  nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  Tenancy: 02.09.2020 -01.09.2021(Property reference: CCF5)",https://www.zoopla.co.uk/to-rent/details/53220342?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-02 13:27:38,0,furnished,51.45355,53220342,-2.595326,0,2,2,BS1,Flats,1325,0,1,0,662.0
0.0,"  The property comprises a spacious open plan kitchen/ living room with integrates appliances including a washer/dryer and dishwasher, 2 large double bedrooms, a study area and a shower room fitter with a high spec modern suite.The location makes this apartment ideal for students studying at uob or for uwe students looking to live in the centre of Bristol.The rent for the whole term at this home is £15,600.00 which will be paid in 4 quarterly payments to ensure tenants do not need to worry about budgeting monthly throughout the year. The rental proposed period is 6th July 2020 until 29th June 2021 with the exact term length being 11 months and 24 days.Please contact Temple Homes to arrange a viewing on this house, we have a number of evening and weekend slots available for those only available outside standard business hours. Details on holding deposits and other useful information will be sent to you along with your viewing confirmation.",https://www.zoopla.co.uk/to-rent/details/53211006?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-01 14:29:40,0,furnished,51.456154,53211006,-2.59642,1,2,1,BS1,Flats,1300,0,1,1,650.0
0.0,"This unique, modern, spacious two bed student house over two floors, with en suite shower rooms is located in a fantastic position set back directly off Corn Street in the historic central area of the city centre. This house is within approximately 12 to 15 minutes walk from Bristol University main campus and approximately a couple of minutes walk from bus stops in the city centre, with buses travelleing directly to the uwe. Washing machine, wood effect vinyl flooring in the living/kitchen area, electric heating. Tenancy 1.7.2020 - 30.6.2021. ( Rent £600ppm/£138pppw) nb As well as paying the rent, you may also be required to make permitted payments relating to utilities/costs. Full details of Tenant Fees can be downloaded from  (Ref: CART01)",https://www.zoopla.co.uk/to-rent/details/53275235?utm_source=v1:5rrMAiKeXRaB5B66ZOF-pGGnegU4wb2L&utm_medium=api,2019-11-08 10:20:19,0,furnished,51.453959999999995,53275235,-2.593798,0,2,0,BS1,Missing,1200,0,1,0,600.0
